id_detalle,id_venta,id_producto,nombre_producto,cantidad,precio_unitario,importe
5380,3044,14,Leche Entera 1L,2,1723.0,3446.0
5381,3044,75,Licor de Café 700ml,3,3204.0,9612.0
5382,3044,34,Turrón 50g,1,503.0,503.0
5383,3044,21,Pan Lactal Integral,1,272.0,272.0
5384,3044,99,Esponjas x3,3,2430.0,7290.0
5385,3045,33,Chocolate con Leche 100g,2,1255.0,2510.0
5386,3045,69,Sidra 750ml,1,744.0,744.0
5387,3045,89,Caldo Concentrado Verdura,2,1003.0,2006.0
5388,3046,36,Dulce de Leche 400g,1,2559.0,2559.0
5389,3046,27,Alfajor Simple,1,2502.0,2502.0
5390,3047,39,Helado Vainilla 1L,2,469.0,938.0
5391,3048,97,Limpiavidrios 500ml,1,872.0,872.0
5392,3048,75,Licor de Café 700ml,2,3204.0,6408.0
5393,3048,20,Pan Lactal Blanco,3,1571.0,4713.0
5394,3049,75,Licor de Café 700ml,1,3204.0,3204.0
5395,3049,21,Pan Lactal Integral,4,272.0,1088.0
5396,3051,39,Helado Vainilla 1L,4,469.0,1876.0
5397,3051,11,Café Molido 250g,2,2053.0,4106.0
5398,3051,66,Cerveza Negra 1L,1,1533.0,1533.0
5399,3051,13,Té Verde 20 saquitos,1,2383.0,2383.0
5400,3051,31,Mix de Frutos Secos 200g,2,3409.0,6818.0
5401,3051,27,Alfajor Simple,3,2502.0,7506.0
5402,3051,1,Coca Cola 1.5L,1,2347.0,2347.0
5403,3052,85,Jugo en Polvo Naranja,1,1856.0,1856.0
5404,3053,73,Gin 700ml,1,1561.0,1561.0
5405,3053,21,Pan Lactal Integral,2,272.0,544.0
5406,3054,9,Yerba Mate Suave 1kg,1,3878.0,3878.0
5407,3054,50,Azúcar 1kg,2,727.0,1454.0
5408,3055,33,Chocolate con Leche 100g,1,1255.0,1255.0
5409,3056,1,Coca Cola 1.5L,2,2347.0,4694.0
5410,3057,72,Ron 700ml,1,3876.0,3876.0
5411,3059,11,Café Molido 250g,1,2053.0,2053.0
5412,3059,14,Leche Entera 1L,2,1723.0,3446.0
5413,3061,14,Leche Entera 1L,3,1723.0,5169.0
5414,3062,45,Fideos Spaghetti 500g,2,800.0,1600.0
5415,3063,40,Helado Chocolate 1L,1,1215.0,1215.0
5416,3065,69,Sidra 750ml,1,744.0,744.0
5417,3065,9,Yerba Mate Suave 1kg,1,3878.0,3878.0
5418,3066,11,Café Molido 250g,1,2053.0,2053.0
5419,3067,55,Shampoo 400ml,1,1407.0,1407.0
5420,3070,1,Coca Cola 1.5L,2,2347.0,4694.0
5421,3071,9,Yerba Mate Suave 1kg,1,3880.0,3880.0
5422,3071,33,Chocolate con Leche 100g,1,1255.0,1255.0
5423,3072,20,Pan Lactal Blanco,1,1660.0,1660.0
5424,3073,15,Leche Descremada 1L,2,2538.0,5076.0
5425,3073,6,Jugo de Naranja 1L,1,4250.0,4250.0
5426,3073,99,Esponjas x3,1,2430.0,2430.0
5427,3074,43,Salsa de Tomate 500g,2,887.0,1774.0
5428,3074,11,Café Molido 250g,1,2053.0,2053.0
5429,3075,21,Pan Lactal Integral,2,272.0,544.0
5430,3076,3,Sprite 1.5L,1,4964.0,4964.0
5431,3076,21,Pan Lactal Integral,1,272.0,272.0
5432,3077,15,Leche Descremada 1L,2,2538.0,5076.0
5433,3078,67,Vino Tinto Malbec 750ml,1,4719.0,4719.0
5434,3078,84,Queso Azul 150g,1,1645.0,1645.0
5435,3078,11,Café Molido 250g,2,2053.0,4106.0
5436,3078,45,Fideos Spaghetti 500g,3,745.0,2235.0
5437,3079,97,Limpiavidrios 500ml,4,872.0,3488.0
5438,3079,99,Esponjas x3,1,2430.0,2430.0
5439,3079,22,Medialunas de Manteca,2,2069.0,4138.0
5440,3080,53,Lavandina 1L,4,1664.0,6656.0
5441,3080,21,Pan Lactal Integral,4,272.0,1088.0
5442,3080,9,Yerba Mate Suave 1kg,1,3878.0,3878.0
5443,3081,5,Agua Mineral 500ml,1,4777.0,4777.0
5444,3082,37,Mermelada de Durazno 400g,1,3196.0,3196.0
5445,3082,33,Chocolate con Leche 100g,1,1255.0,1255.0
5446,3083,41,Aceite de Girasol 1L,1,860.0,860.0
5447,3085,21,Pan Lactal Integral,1,272.0,272.0
5448,3085,12,Té Negro 20 saquitos,1,570.0,570.0
5449,3085,9,Yerba Mate Suave 1kg,1,3878.0,3878.0
5450,3086,75,Licor de Café 700ml,2,3204.0,6408.0
5451,3086,31,Mix de Frutos Secos 200g,1,3409.0,3409.0
5452,3086,27,Alfajor Simple,3,2502.0,7506.0
5453,3086,39,Helado Vainilla 1L,1,469.0,469.0
5454,3086,36,Dulce de Leche 400g,2,2559.0,5118.0
5455,3086,66,Cerveza Negra 1L,2,1533.0,3066.0
5456,3087,89,Caldo Concentrado Verdura,1,1003.0,1003.0
5457,3088,33,Chocolate con Leche 100g,2,1255.0,2510.0
5458,3088,39,Helado Vainilla 1L,1,469.0,469.0
5459,3088,1,Coca Cola 1.5L,3,2347.0,7041.0
5460,3088,11,Café Molido 250g,3,2053.0,6159.0
5461,3088,69,Sidra 750ml,4,744.0,2976.0
5462,3088,20,Pan Lactal Blanco,1,1571.0,1571.0
5463,3088,35,Barrita de Cereal 30g,1,4430.0,4430.0
5464,3088,51,Sal Fina 500g,1,1745.0,1745.0
5465,3089,20,Pan Lactal Blanco,1,1571.0,1571.0
5466,3089,1,Coca Cola 1.5L,2,2347.0,4694.0
5467,3089,6,Jugo de Naranja 1L,1,4170.0,4170.0
5468,3089,51,Sal Fina 500g,1,1745.0,1745.0
5469,3090,33,Chocolate con Leche 100g,1,1255.0,1255.0
5470,3092,69,Sidra 750ml,2,744.0,1488.0
5471,3092,75,Licor de Café 700ml,1,3204.0,3204.0
5472,3092,88,Caldo Concentrado Carne,1,2570.0,2570.0
5473,3092,93,Cepillo de Dientes,2,2142.0,4284.0
5474,3093,36,Dulce de Leche 400g,1,2559.0,2559.0
5475,3093,15,Leche Descremada 1L,1,2538.0,2538.0
5476,3094,71,Vodka 700ml,4,508.0,2032.0
5477,3095,21,Pan Lactal Integral,3,272.0,816.0
5478,3096,36,Dulce de Leche 400g,2,2559.0,5118.0
5479,3096,75,Licor de Café 700ml,2,3204.0,6408.0
5480,3096,20,Pan Lactal Blanco,1,1571.0,1571.0
5481,3097,89,Caldo Concentrado Verdura,2,1003.0,2006.0
5482,3097,83,Queso Untable 190g,4,1830.0,7320.0
5483,3097,41,Aceite de Girasol 1L,4,860.0,3440.0
5484,3099,73,Gin 700ml,3,1561.0,4683.0
5485,3099,21,Pan Lactal Integral,3,272.0,816.0
5486,3101,21,Pan Lactal Integral,3,272.0,816.0
5487,3101,1,Coca Cola 1.5L,1,2347.0,2347.0
5488,3101,14,Leche Entera 1L,1,1723.0,1723.0
5489,3102,24,Galletitas Chocolate,1,1305.0,1305.0
5490,3102,11,Café Molido 250g,2,2053.0,4106.0
5491,3103,89,Caldo Concentrado Verdura,3,1003.0,3009.0
5492,3103,5,Agua Mineral 500ml,1,4777.0,4777.0
5493,3103,33,Chocolate con Leche 100g,1,1255.0,1255.0
5494,3103,68,Vino Blanco 750ml,1,2684.0,2684.0
5495,3104,36,Dulce de Leche 400g,1,2559.0,2559.0
5496,3104,83,Queso Untable 190g,1,1830.0,1830.0
5497,3105,9,Yerba Mate Suave 1kg,1,3878.0,3878.0
5498,3105,20,Pan Lactal Blanco,1,1571.0,1571.0
5499,3106,95,Mascarilla Capilar,1,1581.0,1581.0
5500,3107,96,Suavizante 1L,1,4920.0,4920.0
5501,3108,80,Helado de Frutilla 1L,1,1981.0,1981.0
5502,3109,70,Fernet 750ml,1,4061.0,4061.0
5503,3109,7,Jugo de Manzana 1L,2,3269.0,6538.0
5504,3109,15,Leche Descremada 1L,1,2538.0,2538.0
5505,3110,20,Pan Lactal Blanco,3,1571.0,4713.0
5506,3112,14,Leche Entera 1L,1,1723.0,1723.0
5507,3113,73,Gin 700ml,1,1561.0,1561.0
5508,3115,98,Desengrasante 500ml,1,2843.0,2843.0
5509,3116,15,Leche Descremada 1L,2,2538.0,5076.0
5510,3118,14,Leche Entera 1L,3,1723.0,5169.0
5511,3120,33,Chocolate con Leche 100g,1,1255.0,1255.0
5512,3121,14,Leche Entera 1L,1,1723.0,1723.0
5513,3122,14,Leche Entera 1L,3,1723.0,5169.0
5514,3122,69,Sidra 750ml,4,780.0,3120.0
5515,3122,37,Mermelada de Durazno 400g,1,3196.0,3196.0
5516,3123,3,Sprite 1.5L,2,4964.0,9928.0
5517,3123,41,Aceite de Girasol 1L,2,860.0,1720.0
5518,3123,21,Pan Lactal Integral,4,272.0,1088.0
5519,3124,90,Toallas Húmedas x50,1,2902.0,2902.0
5520,3124,45,Fideos Spaghetti 500g,1,745.0,745.0
5521,3124,21,Pan Lactal Integral,3,272.0,816.0
5522,3125,29,Papas Fritas Onduladas 100g,2,1868.0,3736.0
5523,3125,21,Pan Lactal Integral,2,300.0,600.0
5524,3126,21,Pan Lactal Integral,3,272.0,816.0
5525,3126,20,Pan Lactal Blanco,2,1571.0,3142.0
5526,3126,33,Chocolate con Leche 100g,1,1255.0,1255.0
5527,3127,14,Leche Entera 1L,4,1723.0,6892.0
5528,3127,51,Sal Fina 500g,1,1745.0,1745.0
5529,3127,79,Hamburguesas Congeladas x4,1,2420.0,2420.0
5530,3128,14,Leche Entera 1L,1,1610.0,1610.0
5531,3128,55,Shampoo 400ml,2,1407.0,2814.0
5532,3129,12,Té Negro 20 saquitos,1,570.0,570.0
5533,3130,22,Medialunas de Manteca,3,2069.0,6207.0
5534,3130,67,Vino Tinto Malbec 750ml,2,4719.0,9438.0
5535,3130,82,Aceitunas Negras 200g,1,2460.0,2460.0
5536,3130,51,Sal Fina 500g,1,1745.0,1745.0
5537,3130,55,Shampoo 400ml,1,1407.0,1407.0
5538,3130,7,Jugo de Manzana 1L,1,3269.0,3269.0
5539,3130,33,Chocolate con Leche 100g,2,1255.0,2510.0
5540,3131,41,Aceite de Girasol 1L,2,860.0,1720.0
5541,3132,33,Chocolate con Leche 100g,3,1255.0,3765.0
5542,3132,83,Queso Untable 190g,1,1830.0,1830.0
5543,3132,11,Café Molido 250g,3,2053.0,6159.0
5544,3133,9,Yerba Mate Suave 1kg,3,3878.0,11634.0
5545,3133,20,Pan Lactal Blanco,3,1571.0,4713.0
5546,3133,14,Leche Entera 1L,3,1723.0,5169.0
5547,3133,79,Hamburguesas Congeladas x4,2,2420.0,4840.0
5548,3133,21,Pan Lactal Integral,2,272.0,544.0
5549,3134,21,Pan Lactal Integral,3,272.0,816.0
5550,3135,57,Servilletas x100,1,4290.0,4290.0
5551,3135,43,Salsa de Tomate 500g,1,887.0,887.0
5552,3136,41,Aceite de Girasol 1L,2,860.0,1720.0
5553,3137,69,Sidra 750ml,1,744.0,744.0
5554,3139,41,Aceite de Girasol 1L,1,860.0,860.0
5555,3141,49,Harina de Trigo 1kg,1,2512.0,2512.0
5556,3141,15,Leche Descremada 1L,2,2538.0,5076.0
5557,3141,33,Chocolate con Leche 100g,4,1255.0,5020.0
5558,3144,20,Pan Lactal Blanco,1,1571.0,1571.0
5559,3146,71,Vodka 700ml,4,508.0,2032.0
5560,3146,75,Licor de Café 700ml,1,3204.0,3204.0
5561,3147,29,Papas Fritas Onduladas 100g,1,1868.0,1868.0
5562,3148,1,Coca Cola 1.5L,2,2347.0,4694.0
5563,3148,15,Leche Descremada 1L,2,2538.0,5076.0
5564,3148,95,Mascarilla Capilar,2,1581.0,3162.0
5565,3149,20,Pan Lactal Blanco,1,1571.0,1571.0
5566,3150,29,Papas Fritas Onduladas 100g,1,1868.0,1868.0
5567,3151,85,Jugo en Polvo Naranja,1,1856.0,1856.0
5568,3152,36,Dulce de Leche 400g,2,2559.0,5118.0
5569,3154,9,Yerba Mate Suave 1kg,3,3878.0,11634.0
5570,3154,14,Leche Entera 1L,4,1723.0,6892.0
5571,3154,36,Dulce de Leche 400g,3,2559.0,7677.0
5572,3154,97,Limpiavidrios 500ml,1,872.0,872.0
5573,3155,11,Café Molido 250g,2,2053.0,4106.0
5574,3155,24,Galletitas Chocolate,2,1305.0,2610.0
5575,3155,85,Jugo en Polvo Naranja,1,1856.0,1856.0
5576,3155,15,Leche Descremada 1L,1,2538.0,2538.0
5577,3155,51,Sal Fina 500g,1,1745.0,1745.0
5578,3157,97,Limpiavidrios 500ml,4,872.0,3488.0
5579,3157,55,Shampoo 400ml,1,1407.0,1407.0
5580,3158,72,Ron 700ml,1,3876.0,3876.0
5581,3159,20,Pan Lactal Blanco,1,1571.0,1571.0
5582,3160,58,Caramelos Masticables,1,4752.0,4752.0
5583,3161,57,Servilletas x100,1,4520.0,4520.0
5584,3162,33,Chocolate con Leche 100g,1,1255.0,1255.0
5585,3163,11,Café Molido 250g,1,2053.0,2053.0
5586,3164,97,Limpiavidrios 500ml,1,872.0,872.0
5587,3165,21,Pan Lactal Integral,3,272.0,816.0
5588,3166,45,Fideos Spaghetti 500g,2,745.0,1490.0
5589,3166,9,Yerba Mate Suave 1kg,3,3878.0,11634.0
5590,3166,75,Licor de Café 700ml,2,3204.0,6408.0
5591,3166,19,Manteca 200g,2,3251.0,6502.0
5592,3166,55,Shampoo 400ml,1,1407.0,1407.0
5593,3167,97,Limpiavidrios 500ml,1,872.0,872.0
5594,3171,10,Yerba Mate Intensa 1kg,2,4883.0,9766.0
5595,3171,14,Leche Entera 1L,1,1723.0,1723.0
5596,3171,95,Mascarilla Capilar,1,1581.0,1581.0
5597,3172,71,Vodka 700ml,2,508.0,1016.0
5598,3173,73,Gin 700ml,1,1561.0,1561.0
5599,3173,21,Pan Lactal Integral,2,272.0,544.0
5600,3175,11,Café Molido 250g,1,2053.0,2053.0
5601,3176,50,Azúcar 1kg,2,727.0,1454.0
5602,3176,93,Cepillo de Dientes,1,2142.0,2142.0
5603,3176,1,Coca Cola 1.5L,2,2347.0,4694.0
5604,3176,31,Mix de Frutos Secos 200g,1,3409.0,3409.0
5605,3177,79,Hamburguesas Congeladas x4,3,2420.0,7260.0
5606,3177,29,Papas Fritas Onduladas 100g,1,1868.0,1868.0
5607,3177,15,Leche Descremada 1L,2,2538.0,5076.0
5608,3177,88,Caldo Concentrado Carne,3,2570.0,7710.0
5609,3177,1,Coca Cola 1.5L,2,2347.0,4694.0
5610,3178,26,Alfajor Triple,4,1001.0,4004.0
5611,3178,75,Licor de Café 700ml,3,3204.0,9612.0
5612,3178,83,Queso Untable 190g,1,1670.0,1670.0
5613,3178,56,Papel Higiénico x4,2,2532.0,5064.0
5614,3178,27,Alfajor Simple,1,2502.0,2502.0
5615,3178,21,Pan Lactal Integral,4,272.0,1088.0
5616,3178,68,Vino Blanco 750ml,1,2684.0,2684.0
5617,3179,33,Chocolate con Leche 100g,1,1255.0,1255.0
5618,3179,15,Leche Descremada 1L,1,2538.0,2538.0
5619,3179,13,Té Verde 20 saquitos,2,2383.0,4766.0
5620,3179,55,Shampoo 400ml,2,1407.0,2814.0
5621,3180,75,Licor de Café 700ml,2,3204.0,6408.0
5622,3180,97,Limpiavidrios 500ml,4,872.0,3488.0
5623,3181,83,Queso Untable 190g,1,1830.0,1830.0
5624,3182,94,Hilo Dental,3,1418.0,4254.0
5625,3182,5,Agua Mineral 500ml,1,4777.0,4777.0
5626,3183,11,Café Molido 250g,2,2053.0,4106.0
5627,3184,8,Energética Nitro 500ml,2,4218.0,8436.0
5628,3184,29,Papas Fritas Onduladas 100g,2,1868.0,3736.0
5629,3186,14,Leche Entera 1L,2,1723.0,3446.0
5630,3187,73,Gin 700ml,1,1561.0,1561.0
5631,3188,21,Pan Lactal Integral,1,272.0,272.0
5632,3189,53,Lavandina 1L,1,1664.0,1664.0
5633,3189,14,Leche Entera 1L,2,1723.0,3446.0
5634,3190,14,Leche Entera 1L,3,1723.0,5169.0
5635,3190,7,Jugo de Manzana 1L,2,3100.0,6200.0
5636,3190,42,Vinagre de Alcohol 500ml,1,1195.0,1195.0
5637,3191,14,Leche Entera 1L,1,1723.0,1723.0
5638,3192,11,Café Molido 250g,1,2053.0,2053.0
5639,3193,75,Licor de Café 700ml,1,3204.0,3204.0
5640,3193,85,Jugo en Polvo Naranja,1,1856.0,1856.0
5641,3193,74,Whisky 750ml,1,2953.0,2953.0
5642,3193,14,Leche Entera 1L,3,1723.0,5169.0
5643,3194,69,Sidra 750ml,4,744.0,2976.0
5644,3194,82,Aceitunas Negras 200g,1,2394.0,2394.0
5645,3195,29,Papas Fritas Onduladas 100g,4,1868.0,7472.0
5646,3195,89,Caldo Concentrado Verdura,3,1003.0,3009.0
5647,3195,15,Leche Descremada 1L,1,2538.0,2538.0
5648,3198,1,Coca Cola 1.5L,2,2347.0,4694.0
5649,3199,21,Pan Lactal Integral,3,272.0,816.0
5650,3200,96,Suavizante 1L,1,4760.0,4760.0
5651,3201,76,Pizza Congelada Muzzarella,2,4286.0,8572.0
5652,3201,83,Queso Untable 190g,2,1830.0,3660.0
5653,3202,36,Dulce de Leche 400g,2,2559.0,5118.0
5654,3203,15,Leche Descremada 1L,1,2538.0,2538.0
5655,3204,21,Pan Lactal Integral,2,272.0,544.0
5656,3205,97,Limpiavidrios 500ml,2,872.0,1744.0
5657,3206,21,Pan Lactal Integral,4,272.0,1088.0
5658,3207,9,Yerba Mate Suave 1kg,3,3878.0,11634.0
5659,3207,26,Alfajor Triple,1,1001.0,1001.0
5660,3210,97,Limpiavidrios 500ml,2,872.0,1744.0
5661,3210,22,Medialunas de Manteca,1,2069.0,2069.0
5662,3211,11,Café Molido 250g,1,2053.0,2053.0
5663,3212,84,Queso Azul 150g,4,1645.0,6580.0
5664,3212,39,Helado Vainilla 1L,1,469.0,469.0
5665,3212,36,Dulce de Leche 400g,2,2559.0,5118.0
5666,3214,5,Agua Mineral 500ml,1,4777.0,4777.0
5667,3215,52,Detergente Líquido 750ml,3,2582.0,7746.0
5668,3215,1,Coca Cola 1.5L,1,2347.0,2347.0
5669,3216,21,Pan Lactal Integral,3,272.0,816.0
5670,3216,31,Mix de Frutos Secos 200g,1,3409.0,3409.0
5671,3216,40,Helado Chocolate 1L,1,1215.0,1215.0
5672,3217,31,Mix de Frutos Secos 200g,1,3409.0,3409.0
5673,3217,33,Chocolate con Leche 100g,1,1255.0,1255.0
5674,3218,20,Pan Lactal Blanco,1,1571.0,1571.0
5675,3218,36,Dulce de Leche 400g,1,2559.0,2559.0
5676,3218,49,Harina de Trigo 1kg,3,2512.0,7536.0
5677,3218,73,Gin 700ml,3,1561.0,4683.0
5678,3218,83,Queso Untable 190g,2,1970.0,3940.0
5679,3218,19,Manteca 200g,1,3251.0,3251.0
5680,3218,95,Mascarilla Capilar,2,1581.0,3162.0
5681,3218,12,Té Negro 20 saquitos,1,570.0,570.0
5682,3220,81,Aceitunas Verdes 200g,2,2520.0,5040.0
5683,3221,87,Sopa Instantánea Pollo,1,1679.0,1679.0
5684,3222,14,Leche Entera 1L,3,1723.0,5169.0
5685,3223,14,Leche Entera 1L,2,1723.0,3446.0
5686,3223,11,Café Molido 250g,1,1890.0,1890.0
5687,3224,15,Leche Descremada 1L,2,2538.0,5076.0
5688,3225,55,Shampoo 400ml,3,1407.0,4221.0
5689,3226,14,Leche Entera 1L,3,1723.0,5169.0
5690,3226,21,Pan Lactal Integral,1,272.0,272.0
5691,3227,20,Pan Lactal Blanco,1,1710.0,1710.0
5692,3228,36,Dulce de Leche 400g,2,2559.0,5118.0
5693,3230,96,Suavizante 1L,1,4920.0,4920.0
5694,3230,77,Empanadas Congeladas,1,4778.0,4778.0
5695,3230,53,Lavandina 1L,3,1664.0,4992.0
5696,3230,15,Leche Descremada 1L,3,2538.0,7614.0
5697,3230,11,Café Molido 250g,1,2053.0,2053.0
5698,3231,97,Limpiavidrios 500ml,3,872.0,2616.0
5699,3233,41,Aceite de Girasol 1L,4,860.0,3440.0
5700,3233,29,Papas Fritas Onduladas 100g,4,1868.0,7472.0
5701,3233,73,Gin 700ml,1,1561.0,1561.0
5702,3234,28,Papas Fritas Clásicas 100g,3,936.0,2808.0
5703,3234,53,Lavandina 1L,1,1664.0,1664.0
5704,3234,50,Azúcar 1kg,1,727.0,727.0
5705,3235,40,Helado Chocolate 1L,1,1215.0,1215.0
5706,3235,9,Yerba Mate Suave 1kg,2,3878.0,7756.0
5707,3235,1,Coca Cola 1.5L,1,2347.0,2347.0
5708,3235,97,Limpiavidrios 500ml,1,872.0,872.0
5709,3236,97,Limpiavidrios 500ml,2,872.0,1744.0
5710,3239,14,Leche Entera 1L,1,1723.0,1723.0
5711,3241,20,Pan Lactal Blanco,2,1580.0,3160.0
5712,3241,97,Limpiavidrios 500ml,2,872.0,1744.0
5713,3241,95,Mascarilla Capilar,4,1581.0,6324.0
5714,3241,21,Pan Lactal Integral,2,272.0,544.0
5715,3242,9,Yerba Mate Suave 1kg,1,3878.0,3878.0
5716,3243,14,Leche Entera 1L,1,1723.0,1723.0
5717,3244,37,Mermelada de Durazno 400g,2,3196.0,6392.0
5718,3244,1,Coca Cola 1.5L,1,2347.0,2347.0
5719,3244,54,Jabón de Tocador,2,1592.0,3184.0
5720,3245,29,Papas Fritas Onduladas 100g,2,1868.0,3736.0
5721,3246,71,Vodka 700ml,2,508.0,1016.0
5722,3246,14,Leche Entera 1L,1,1723.0,1723.0
5723,3246,36,Dulce de Leche 400g,2,2559.0,5118.0
5724,3246,69,Sidra 750ml,1,744.0,744.0
5725,3246,1,Coca Cola 1.5L,1,2347.0,2347.0
5726,3246,51,Sal Fina 500g,1,1745.0,1745.0
5727,3248,1,Coca Cola 1.5L,2,2347.0,4694.0
5728,3249,39,Helado Vainilla 1L,4,469.0,1876.0
5729,3250,1,Coca Cola 1.5L,1,2347.0,2347.0
5730,3250,75,Licor de Café 700ml,1,3204.0,3204.0
5731,3250,44,Arroz Largo Fino 1kg,1,2979.0,2979.0
5732,3250,5,Agua Mineral 500ml,2,4777.0,9554.0
5733,3250,33,Chocolate con Leche 100g,2,1255.0,2510.0
5734,3250,9,Yerba Mate Suave 1kg,1,3878.0,3878.0
5735,3250,15,Leche Descremada 1L,1,2538.0,2538.0
5736,3253,45,Fideos Spaghetti 500g,1,745.0,745.0
5737,3253,20,Pan Lactal Blanco,4,1571.0,6284.0
5738,3253,14,Leche Entera 1L,3,1723.0,5169.0
5739,3253,43,Salsa de Tomate 500g,1,887.0,887.0
5740,3254,36,Dulce de Leche 400g,3,2559.0,7677.0
5741,3254,26,Alfajor Triple,1,1001.0,1001.0
5742,3254,51,Sal Fina 500g,2,1745.0,3490.0
5743,3254,43,Salsa de Tomate 500g,1,887.0,887.0
5744,3257,39,Helado Vainilla 1L,2,469.0,938.0
5745,3257,29,Papas Fritas Onduladas 100g,2,1868.0,3736.0
5746,3258,47,Garbanzos 500g,1,2939.0,2939.0
5747,3259,53,Lavandina 1L,1,1664.0,1664.0
5748,3260,97,Limpiavidrios 500ml,2,872.0,1744.0
5749,3260,23,Bizcochos Salados,1,2380.0,2380.0
5750,3261,27,Alfajor Simple,2,2502.0,5004.0
5751,3262,73,Gin 700ml,1,1561.0,1561.0
5752,3263,53,Lavandina 1L,1,1664.0,1664.0
5753,3263,83,Queso Untable 190g,2,1830.0,3660.0
5754,3264,87,Sopa Instantánea Pollo,1,1679.0,1679.0
5755,3265,20,Pan Lactal Blanco,1,1571.0,1571.0
5756,3266,15,Leche Descremada 1L,2,2480.0,4960.0
5757,3266,29,Papas Fritas Onduladas 100g,2,1868.0,3736.0
5758,3266,26,Alfajor Triple,3,1001.0,3003.0
5759,3266,1,Coca Cola 1.5L,2,2347.0,4694.0
5760,3266,79,Hamburguesas Congeladas x4,3,2420.0,7260.0
5761,3267,55,Shampoo 400ml,1,1407.0,1407.0
5762,3268,20,Pan Lactal Blanco,1,1571.0,1571.0
5763,3269,77,Empanadas Congeladas,1,4960.0,4960.0
5764,3270,87,Sopa Instantánea Pollo,1,1679.0,1679.0
5765,3272,87,Sopa Instantánea Pollo,3,1679.0,5037.0
5766,3273,28,Papas Fritas Clásicas 100g,3,936.0,2808.0
5767,3273,1,Coca Cola 1.5L,1,2347.0,2347.0
5768,3274,11,Café Molido 250g,2,2053.0,4106.0
5769,3274,20,Pan Lactal Blanco,4,1571.0,6284.0
5770,3275,80,Helado de Frutilla 1L,2,1981.0,3962.0
5771,3276,75,Licor de Café 700ml,1,3204.0,3204.0
5772,3277,89,Caldo Concentrado Verdura,3,1003.0,3009.0
5773,3277,14,Leche Entera 1L,1,1723.0,1723.0
5774,3278,66,Cerveza Negra 1L,4,1533.0,6132.0
5775,3278,24,Galletitas Chocolate,2,1305.0,2610.0
5776,3278,95,Mascarilla Capilar,2,1581.0,3162.0
5777,3279,43,Salsa de Tomate 500g,2,887.0,1774.0
5778,3280,31,Mix de Frutos Secos 200g,1,3530.0,3530.0
5779,3281,51,Sal Fina 500g,1,1745.0,1745.0
5780,3282,20,Pan Lactal Blanco,1,1571.0,1571.0
5781,3283,45,Fideos Spaghetti 500g,4,745.0,2980.0
5782,3283,97,Limpiavidrios 500ml,1,872.0,872.0
5783,3283,43,Salsa de Tomate 500g,3,887.0,2661.0
5784,3283,28,Papas Fritas Clásicas 100g,2,936.0,1872.0
5785,3283,36,Dulce de Leche 400g,1,2559.0,2559.0
5786,3283,69,Sidra 750ml,3,744.0,2232.0
5787,3284,11,Café Molido 250g,1,2053.0,2053.0
5788,3285,55,Shampoo 400ml,2,1407.0,2814.0
5789,3285,1,Coca Cola 1.5L,1,2347.0,2347.0
5790,3285,7,Jugo de Manzana 1L,1,3269.0,3269.0
5791,3285,15,Leche Descremada 1L,1,2538.0,2538.0
5792,3285,41,Aceite de Girasol 1L,2,860.0,1720.0
5793,3286,87,Sopa Instantánea Pollo,1,1679.0,1679.0
5794,3287,33,Chocolate con Leche 100g,1,1255.0,1255.0
5795,3288,97,Limpiavidrios 500ml,3,872.0,2616.0
5796,3288,79,Hamburguesas Congeladas x4,1,2420.0,2420.0
5797,3289,15,Leche Descremada 1L,1,2538.0,2538.0
5798,3289,95,Mascarilla Capilar,1,1581.0,1581.0
5799,3289,39,Helado Vainilla 1L,2,469.0,938.0
5800,3290,21,Pan Lactal Integral,2,272.0,544.0
5801,3291,92,Crema Dental 90g,1,2512.0,2512.0
5802,3291,50,Azúcar 1kg,2,727.0,1454.0
5803,3292,99,Esponjas x3,2,2430.0,4860.0
5804,3292,21,Pan Lactal Integral,2,272.0,544.0
5805,3294,43,Salsa de Tomate 500g,2,887.0,1774.0
5806,3294,11,Café Molido 250g,1,2053.0,2053.0
5807,3295,14,Leche Entera 1L,2,1840.0,3680.0
5808,3296,14,Leche Entera 1L,1,1723.0,1723.0
5809,3296,54,Jabón de Tocador,2,1592.0,3184.0
5810,3296,73,Gin 700ml,2,1561.0,3122.0
5811,3296,36,Dulce de Leche 400g,2,2559.0,5118.0
5812,3297,43,Salsa de Tomate 500g,4,887.0,3548.0
5813,3297,26,Alfajor Triple,1,1001.0,1001.0
5814,3297,45,Fideos Spaghetti 500g,1,745.0,745.0
5815,3298,18,Queso Rallado 150g,1,3444.0,3444.0
5816,3298,52,Detergente Líquido 750ml,3,2582.0,7746.0
5817,3298,41,Aceite de Girasol 1L,2,860.0,1720.0
5818,3299,65,Cerveza Rubia 1L,2,2423.0,4846.0
5819,3301,15,Leche Descremada 1L,2,2538.0,5076.0
5820,3302,43,Salsa de Tomate 500g,4,950.0,3800.0
5821,3302,34,Turrón 50g,3,503.0,1509.0
5822,3304,29,Papas Fritas Onduladas 100g,2,1868.0,3736.0
5823,3304,21,Pan Lactal Integral,2,272.0,544.0
5824,3305,29,Papas Fritas Onduladas 100g,1,1868.0,1868.0
5825,3306,21,Pan Lactal Integral,4,272.0,1088.0
5826,3306,73,Gin 700ml,2,1561.0,3122.0
